               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.027383,            0.032323,           0.0030757,             0.55376,             0.35954,             0.37546,             0.21555,            0.040346,            0.044403,            0.013778,            0.004753,            0.004753,            0.004753
                 161,            0.026993,            0.032556,            0.003044,             0.61068,             0.34117,             0.36326,              0.2143,            0.039997,            0.044793,            0.010361,             0.00472,             0.00472,             0.00472
                 162,            0.028073,             0.03405,           0.0030686,             0.53083,             0.37129,             0.34944,             0.20548,            0.039195,             0.04618,            0.010705,            0.004687,            0.004687,            0.004687
                 163,            0.027181,            0.031943,           0.0029157,             0.45988,             0.37861,             0.34946,             0.20246,            0.040012,            0.044478,            0.014655,            0.004654,            0.004654,            0.004654
                 164,            0.027461,            0.032961,           0.0029784,             0.60503,             0.32474,             0.34116,             0.20077,            0.040486,            0.046632,            0.011598,            0.004621,            0.004621,            0.004621
                 165,            0.026911,            0.030975,           0.0032358,             0.60917,              0.3186,             0.33879,             0.19908,            0.039993,            0.045769,            0.012772,            0.004588,            0.004588,            0.004588
                 166,            0.027037,            0.033336,            0.003042,             0.61825,             0.32608,             0.34989,             0.19981,            0.040107,            0.045765,            0.013857,            0.004555,            0.004555,            0.004555
                 167,            0.027254,            0.033031,           0.0034866,             0.56853,             0.32933,             0.38697,             0.22681,             0.04003,            0.045508,            0.012239,            0.004522,            0.004522,            0.004522
                 168,            0.027128,            0.032717,           0.0033674,             0.56119,             0.42725,             0.43618,              0.2485,            0.039292,            0.046433,            0.010938,            0.004489,            0.004489,            0.004489
                 169,            0.027178,            0.032576,           0.0030645,             0.33842,             0.44544,             0.36925,             0.20728,            0.039814,            0.045835,             0.01116,            0.004456,            0.004456,            0.004456
                 170,            0.027135,            0.030599,           0.0029558,             0.46047,             0.47113,             0.39533,             0.21404,             0.03939,            0.045075,            0.010487,            0.004423,            0.004423,            0.004423
                 171,            0.026709,            0.031662,           0.0029349,             0.56428,              0.3539,             0.38541,             0.20477,            0.040315,             0.04567,            0.010734,             0.00439,             0.00439,             0.00439
                 172,            0.026979,            0.031464,           0.0028413,             0.58201,             0.34262,             0.38885,             0.20208,            0.040522,            0.046051,            0.010859,            0.004357,            0.004357,            0.004357
                 173,            0.027012,            0.033439,           0.0028829,              0.4682,             0.45419,             0.40715,             0.23761,            0.039775,            0.045399,            0.010568,            0.004324,            0.004324,            0.004324
                 174,            0.026679,            0.031846,           0.0031055,             0.58018,             0.34712,             0.36699,             0.21699,            0.039868,            0.045204,            0.010695,            0.004291,            0.004291,            0.004291
                 175,            0.026903,            0.031997,           0.0028921,             0.48076,             0.50768,             0.45038,             0.22408,            0.040239,            0.046094,            0.013152,            0.004258,            0.004258,            0.004258
                 176,            0.026452,            0.032017,           0.0029957,             0.49412,             0.39246,             0.44147,             0.24018,            0.040019,            0.045617,            0.010662,            0.004225,            0.004225,            0.004225
                 177,             0.02642,             0.03095,           0.0029738,             0.51115,             0.45239,             0.43911,             0.24028,            0.040511,            0.045674,            0.010722,            0.004192,            0.004192,            0.004192
                 178,            0.025779,            0.031084,           0.0029841,             0.63689,              0.4014,             0.43782,             0.23273,             0.04071,            0.046746,            0.011562,            0.004159,            0.004159,            0.004159
                 179,            0.026364,            0.031241,           0.0029904,             0.45371,             0.45834,              0.3873,             0.21797,            0.040566,            0.045058,            0.012611,            0.004126,            0.004126,            0.004126
                 180,            0.026627,            0.031748,           0.0028963,             0.46649,             0.46769,             0.37127,              0.2126,            0.040439,             0.04655,            0.012607,            0.004093,            0.004093,            0.004093
                 181,             0.02602,            0.031052,           0.0027519,             0.34271,             0.47811,             0.35995,             0.20965,             0.03988,            0.046667,            0.011625,             0.00406,             0.00406,             0.00406
                 182,             0.02599,            0.031552,           0.0027781,             0.37892,             0.48103,             0.43262,             0.23219,            0.040088,            0.047314,            0.010522,            0.004027,            0.004027,            0.004027
                 183,            0.026402,            0.030593,            0.002803,             0.57989,             0.32205,             0.37853,             0.21574,            0.040334,            0.048108,            0.011845,            0.003994,            0.003994,            0.003994
                 184,            0.025961,            0.030647,           0.0030822,             0.54341,             0.44573,             0.44071,             0.26034,             0.04011,            0.046079,            0.011257,            0.003961,            0.003961,            0.003961
                 185,            0.025757,            0.031511,           0.0027922,             0.36647,             0.45537,             0.38909,             0.21974,            0.040403,            0.047343,            0.012677,            0.003928,            0.003928,            0.003928
                 186,            0.026262,            0.031437,           0.0028636,             0.41009,             0.35524,             0.35645,             0.20107,              0.0403,            0.048008,            0.012435,            0.003895,            0.003895,            0.003895
                 187,            0.025879,            0.030604,           0.0028028,             0.37506,             0.48464,             0.43871,             0.23174,            0.039059,            0.045836,            0.011393,            0.003862,            0.003862,            0.003862
                 188,            0.026026,            0.031932,           0.0029069,             0.49819,              0.3656,             0.43091,             0.21779,            0.040222,            0.046954,            0.013291,            0.003829,            0.003829,            0.003829
                 189,            0.025773,            0.031105,            0.002692,             0.48995,              0.4445,             0.43022,             0.23666,            0.039621,            0.047757,            0.011612,            0.003796,            0.003796,            0.003796
                 190,            0.026303,            0.032582,           0.0029268,              0.4673,              0.4454,             0.45173,             0.23508,            0.039436,            0.046169,             0.01067,            0.003763,            0.003763,            0.003763
                 191,            0.025822,            0.030772,           0.0028263,             0.51374,              0.4424,             0.45236,              0.2345,            0.040149,            0.046256,            0.012221,             0.00373,             0.00373,             0.00373
                 192,            0.025915,            0.031155,           0.0026443,             0.58231,             0.42348,             0.46133,              0.2469,            0.040185,             0.04684,            0.011576,            0.003697,            0.003697,            0.003697
                 193,             0.02567,            0.030998,           0.0026408,             0.55272,             0.46131,             0.46269,             0.26863,            0.039988,            0.048109,            0.011786,            0.003664,            0.003664,            0.003664
                 194,            0.025331,            0.030651,           0.0026727,             0.56459,             0.44919,             0.46658,             0.26447,            0.040217,            0.046875,            0.011691,            0.003631,            0.003631,            0.003631
                 195,             0.02589,            0.031254,           0.0026925,             0.42427,             0.51452,             0.47127,             0.27866,            0.039995,            0.046964,            0.010174,            0.003598,            0.003598,            0.003598
                 196,            0.025219,            0.030113,           0.0026148,             0.52667,             0.45741,             0.46208,             0.26795,            0.039133,            0.046368,            0.010041,            0.003565,            0.003565,            0.003565
                 197,            0.025576,            0.029808,           0.0027476,             0.47435,             0.45772,             0.44885,             0.25553,            0.039426,            0.047254,           0.0097347,            0.003532,            0.003532,            0.003532
                 198,            0.025467,            0.030569,           0.0028029,             0.47015,             0.49056,             0.45836,             0.25792,            0.039769,            0.047135,           0.0096222,            0.003499,            0.003499,            0.003499
                 199,            0.025096,            0.030072,            0.002586,             0.53097,              0.4693,              0.4665,             0.26182,            0.039464,            0.046041,            0.010964,            0.003466,            0.003466,            0.003466
                 200,            0.025432,            0.028977,           0.0029201,             0.60629,             0.43366,             0.45328,             0.24421,            0.039388,            0.046373,            0.012554,            0.003433,            0.003433,            0.003433
                 201,            0.025746,             0.03109,           0.0030305,             0.48424,             0.49217,             0.44918,             0.25149,            0.039702,            0.047169,            0.012881,              0.0034,              0.0034,              0.0034
                 202,            0.025577,            0.030071,           0.0027362,             0.56957,             0.43549,             0.43329,              0.2578,            0.040362,            0.047926,             0.01192,            0.003367,            0.003367,            0.003367
                 203,            0.025549,            0.030536,           0.0025831,             0.54438,             0.44905,             0.44583,             0.25823,            0.040152,            0.047024,            0.011586,            0.003334,            0.003334,            0.003334
                 204,            0.025213,              0.0299,           0.0023789,             0.49764,             0.46697,             0.44379,             0.25886,            0.039973,            0.047811,            0.011829,            0.003301,            0.003301,            0.003301
                 205,            0.024563,            0.030656,            0.002422,             0.52289,             0.39049,             0.45151,             0.23654,            0.040734,            0.047424,            0.010685,            0.003268,            0.003268,            0.003268
                 206,            0.025492,            0.029885,           0.0026454,              0.4887,             0.38839,             0.45305,             0.22545,            0.041365,            0.047956,            0.010626,            0.003235,            0.003235,            0.003235
                 207,             0.02487,            0.029888,           0.0026344,              0.4911,             0.44767,             0.45069,             0.23233,            0.040922,            0.047629,            0.012807,            0.003202,            0.003202,            0.003202
                 208,            0.024949,            0.031332,             0.00256,             0.60294,             0.39871,             0.45661,             0.24853,            0.040781,            0.047029,             0.01124,            0.003169,            0.003169,            0.003169
                 209,            0.024316,            0.029913,           0.0024124,             0.62742,             0.41087,             0.45198,             0.25645,            0.040091,            0.046356,            0.010367,            0.003136,            0.003136,            0.003136
                 210,            0.024766,             0.02919,           0.0027151,             0.59139,              0.4357,             0.44969,             0.24611,            0.040003,            0.046906,            0.009563,            0.003103,            0.003103,            0.003103
                 211,            0.024684,            0.029617,           0.0025005,             0.63219,             0.42298,             0.45074,             0.22787,            0.040381,            0.047054,           0.0091174,             0.00307,             0.00307,             0.00307
                 212,            0.025152,            0.030726,           0.0025416,             0.62763,             0.41198,              0.4495,             0.24372,            0.040407,            0.048139,           0.0099281,            0.003037,            0.003037,            0.003037
                 213,            0.024543,            0.029955,           0.0026318,             0.58553,             0.42197,             0.44262,              0.2274,            0.040305,            0.048044,           0.0098992,            0.003004,            0.003004,            0.003004
                 214,            0.024608,            0.029349,           0.0024145,             0.54896,             0.43226,             0.44563,             0.22757,             0.04018,            0.048955,           0.0096413,            0.002971,            0.002971,            0.002971
                 215,            0.024127,            0.030636,           0.0022279,              0.3936,             0.46922,             0.45487,             0.25603,            0.039408,            0.047854,           0.0094344,            0.002938,            0.002938,            0.002938
                 216,            0.024375,            0.030021,           0.0024903,             0.44468,             0.48072,             0.44731,             0.25575,             0.03998,            0.048005,           0.0092426,            0.002905,            0.002905,            0.002905
                 217,            0.024789,            0.028736,            0.002788,             0.41874,             0.47375,             0.44429,             0.21248,            0.040277,            0.048331,           0.0095164,            0.002872,            0.002872,            0.002872
                 218,             0.02412,            0.029894,           0.0024154,             0.48567,             0.43964,              0.4367,             0.22572,            0.040062,            0.047587,            0.010038,            0.002839,            0.002839,            0.002839
                 219,            0.024073,            0.028866,           0.0022584,             0.43115,             0.47397,             0.45332,             0.23175,            0.039558,            0.047022,             0.01009,            0.002806,            0.002806,            0.002806
                 220,            0.024077,            0.029251,           0.0023923,             0.45049,               0.457,             0.43551,             0.21645,            0.039536,            0.048287,            0.010296,            0.002773,            0.002773,            0.002773
                 221,            0.024304,            0.029321,            0.002339,             0.44854,             0.46024,             0.44272,             0.21149,            0.039711,            0.048447,            0.010838,             0.00274,             0.00274,             0.00274
                 222,            0.024072,            0.029256,           0.0024882,             0.67287,             0.29532,              0.3436,             0.20023,             0.03975,            0.048017,            0.010037,            0.002707,            0.002707,            0.002707
                 223,            0.024415,            0.028709,           0.0025086,             0.43589,             0.43106,             0.39358,             0.20841,            0.040209,            0.048868,           0.0097836,            0.002674,            0.002674,            0.002674
                 224,              0.0238,            0.029365,           0.0025403,             0.56754,             0.34932,             0.36768,             0.20179,            0.039971,            0.048607,            0.010699,            0.002641,            0.002641,            0.002641
                 225,            0.023534,            0.028589,           0.0024926,             0.57881,              0.3211,             0.39069,              0.2093,            0.039727,            0.048768,            0.010178,            0.002608,            0.002608,            0.002608
                 226,            0.024053,            0.028456,           0.0025759,             0.46963,             0.39946,             0.44779,             0.22828,             0.03949,            0.047632,           0.0089305,            0.002575,            0.002575,            0.002575
                 227,            0.024337,            0.030135,           0.0024811,             0.40672,               0.494,             0.46266,             0.22495,            0.039693,            0.048128,           0.0085811,            0.002542,            0.002542,            0.002542
                 228,            0.023796,            0.028848,           0.0023152,             0.42782,             0.46575,             0.45029,             0.21754,            0.039868,            0.049297,           0.0090007,            0.002509,            0.002509,            0.002509
                 229,            0.023439,             0.02795,           0.0023853,             0.53104,             0.45361,             0.45582,             0.23134,            0.039651,            0.048328,           0.0089507,            0.002476,            0.002476,            0.002476
                 230,            0.024105,             0.02792,             0.00233,             0.47235,             0.44858,             0.40476,             0.21725,            0.039446,            0.048834,           0.0090045,            0.002443,            0.002443,            0.002443
                 231,            0.024548,            0.029808,           0.0024779,             0.41078,             0.49295,              0.4512,             0.21795,            0.039338,             0.04867,           0.0087548,             0.00241,             0.00241,             0.00241
                 232,              0.0237,            0.029226,           0.0022425,             0.52219,              0.4336,             0.44878,             0.22409,            0.039889,            0.049584,           0.0092244,            0.002377,            0.002377,            0.002377
                 233,             0.02415,            0.028713,            0.002408,             0.51358,             0.43123,             0.44669,             0.21173,            0.040106,            0.050867,           0.0093282,            0.002344,            0.002344,            0.002344
                 234,            0.023428,            0.028326,           0.0024477,              0.4866,             0.44918,             0.39846,             0.20875,            0.039813,            0.050473,           0.0092302,            0.002311,            0.002311,            0.002311
                 235,            0.023655,            0.029557,            0.002285,             0.52915,               0.438,             0.45307,             0.22022,            0.039581,             0.05013,           0.0096948,            0.002278,            0.002278,            0.002278
                 236,            0.023654,            0.027712,           0.0024841,             0.56874,             0.42888,             0.44893,              0.2268,            0.039788,            0.049792,           0.0092949,            0.002245,            0.002245,            0.002245
                 237,            0.023553,            0.028108,           0.0022454,             0.57785,             0.43627,             0.45066,             0.23667,            0.039896,            0.048991,            0.010482,            0.002212,            0.002212,            0.002212
                 238,            0.024156,            0.030043,           0.0022137,             0.48137,             0.45373,             0.38198,             0.21796,             0.03993,            0.049324,           0.0095204,            0.002179,            0.002179,            0.002179
                 239,            0.023289,            0.028008,            0.002206,             0.40126,             0.47929,             0.40426,             0.22078,            0.040301,            0.049429,           0.0092018,            0.002146,            0.002146,            0.002146
                 240,            0.023495,            0.028389,           0.0024581,             0.68512,             0.29983,             0.37894,             0.21278,             0.03991,            0.050071,           0.0093002,            0.002113,            0.002113,            0.002113
                 241,            0.023855,             0.02876,           0.0021546,             0.65136,              0.3043,             0.36334,             0.20539,            0.040324,            0.050119,           0.0099096,             0.00208,             0.00208,             0.00208
                 242,            0.023243,            0.027735,           0.0020565,               0.659,             0.30853,             0.36518,              0.2042,            0.040333,             0.05043,            0.010421,            0.002047,            0.002047,            0.002047
                 243,            0.023531,             0.02849,           0.0024825,             0.66695,             0.30933,             0.37445,             0.20759,            0.040472,            0.049983,            0.011287,            0.002014,            0.002014,            0.002014
                 244,            0.023231,            0.027745,           0.0022242,             0.35356,             0.41634,             0.39242,             0.22319,            0.039917,            0.050074,            0.010587,            0.001981,            0.001981,            0.001981
                 245,            0.023461,            0.027852,           0.0020348,              0.5076,             0.43773,             0.39284,             0.22949,            0.039733,            0.049093,             0.01058,            0.001948,            0.001948,            0.001948
                 246,            0.023329,            0.029033,           0.0023467,             0.52804,              0.4248,             0.38835,             0.22566,            0.039607,            0.049231,            0.011368,            0.001915,            0.001915,            0.001915
                 247,            0.022899,            0.027366,           0.0020788,             0.55816,              0.4147,             0.38585,             0.22022,            0.040027,            0.049846,             0.01083,            0.001882,            0.001882,            0.001882
                 248,            0.022667,            0.028327,           0.0021511,             0.49301,             0.43504,             0.38967,             0.21661,            0.040113,            0.049365,           0.0098493,            0.001849,            0.001849,            0.001849
                 249,             0.02228,            0.027024,           0.0022714,              0.5266,             0.42964,             0.43779,             0.21673,            0.040177,            0.049711,           0.0095767,            0.001816,            0.001816,            0.001816
                 250,            0.023187,            0.026494,           0.0023965,             0.49483,             0.44985,             0.44306,              0.2294,            0.040241,            0.049329,           0.0093831,            0.001783,            0.001783,            0.001783
                 251,            0.023186,            0.028685,           0.0021771,             0.48436,             0.44127,              0.3898,               0.227,            0.040514,            0.049509,           0.0091032,             0.00175,             0.00175,             0.00175
                 252,            0.023025,            0.027964,           0.0021496,             0.59353,             0.40651,             0.44461,             0.24375,            0.040585,             0.04996,           0.0089879,            0.001717,            0.001717,            0.001717
                 253,            0.022731,            0.027014,           0.0020743,             0.54231,             0.41105,              0.3954,             0.21766,            0.039883,            0.049577,           0.0089101,            0.001684,            0.001684,            0.001684
                 254,            0.022919,            0.027736,           0.0020815,             0.47611,             0.44582,             0.38715,             0.21652,            0.039711,            0.050251,           0.0089137,            0.001651,            0.001651,            0.001651
                 255,            0.022744,             0.02884,           0.0021153,             0.45421,             0.42739,             0.37648,             0.20308,            0.039653,            0.050388,           0.0088863,            0.001618,            0.001618,            0.001618
                 256,            0.022672,            0.028217,            0.001999,             0.47827,             0.44092,             0.43243,              0.2125,            0.039569,             0.04987,           0.0093261,            0.001585,            0.001585,            0.001585
                 257,            0.022397,            0.027374,           0.0020616,             0.52775,             0.42826,             0.44005,             0.21853,            0.039819,            0.049598,           0.0092962,            0.001552,            0.001552,            0.001552
                 258,             0.02265,            0.028754,           0.0022081,             0.42231,             0.44962,             0.44435,             0.21993,             0.04003,            0.050103,           0.0097699,            0.001519,            0.001519,            0.001519
                 259,            0.022235,            0.026447,            0.002221,             0.60227,             0.42444,             0.44859,             0.22584,            0.040023,            0.050274,           0.0095109,            0.001486,            0.001486,            0.001486
                 260,            0.022874,            0.028516,           0.0019556,             0.59258,             0.32332,              0.3596,             0.20993,             0.03968,            0.050642,            0.009725,            0.001453,            0.001453,            0.001453
                 261,            0.022957,            0.027255,           0.0021893,             0.48014,              0.4522,             0.44098,             0.21255,            0.039503,            0.050553,           0.0096132,             0.00142,             0.00142,             0.00142
                 262,            0.022241,            0.027381,            0.002236,             0.47803,             0.45265,             0.44477,             0.23058,            0.039539,            0.050251,           0.0092519,            0.001387,            0.001387,            0.001387
                 263,            0.022442,            0.027763,           0.0019316,              0.4675,             0.45464,             0.44768,             0.24206,             0.03961,            0.050457,           0.0093524,            0.001354,            0.001354,            0.001354
                 264,            0.022772,             0.02704,           0.0021441,             0.53963,             0.44179,             0.44425,             0.23892,              0.0397,            0.050257,           0.0093397,            0.001321,            0.001321,            0.001321
                 265,            0.022448,            0.027178,           0.0021638,             0.53278,              0.4399,             0.44122,             0.23611,            0.039892,            0.050501,            0.010025,            0.001288,            0.001288,            0.001288
                 266,            0.022103,            0.027164,           0.0020341,             0.44373,             0.46973,              0.4452,             0.23618,            0.040108,            0.050334,           0.0098679,            0.001255,            0.001255,            0.001255
                 267,            0.022201,            0.028172,           0.0021284,               0.493,             0.46785,             0.45102,             0.23791,            0.039819,            0.050333,           0.0093536,            0.001222,            0.001222,            0.001222
                 268,            0.022477,            0.027974,           0.0020451,             0.43455,             0.47741,             0.45575,              0.2239,            0.039667,            0.050283,             0.00916,            0.001189,            0.001189,            0.001189
                 269,            0.021757,            0.025908,           0.0018898,             0.53913,             0.43171,             0.43805,             0.21148,            0.039562,            0.049809,           0.0091884,            0.001156,            0.001156,            0.001156
                 270,            0.021701,            0.025881,           0.0019281,             0.56354,             0.41274,             0.44278,             0.21338,            0.039572,            0.049413,           0.0097287,            0.001123,            0.001123,            0.001123
                 271,            0.021828,            0.027606,           0.0019674,             0.60245,             0.40154,             0.44246,             0.21421,            0.039818,            0.050435,           0.0094492,             0.00109,             0.00109,             0.00109
                 272,            0.022386,            0.026268,           0.0021635,             0.55864,             0.40942,              0.4422,             0.21428,             0.03995,            0.050488,           0.0093355,            0.001057,            0.001057,            0.001057
                 273,            0.021517,            0.025792,           0.0019294,              0.5598,             0.41076,             0.44825,             0.21733,            0.039718,            0.050253,           0.0092096,            0.001024,            0.001024,            0.001024
                 274,            0.021323,            0.026176,           0.0018547,             0.59246,             0.40706,             0.44904,             0.21808,            0.039586,            0.050063,           0.0092719,            0.000991,            0.000991,            0.000991
                 275,            0.021189,            0.025932,           0.0018935,             0.66614,             0.38378,             0.44093,             0.22057,            0.039623,            0.050156,           0.0097321,            0.000958,            0.000958,            0.000958
                 276,            0.021899,            0.026147,           0.0020604,             0.66208,             0.38083,             0.44413,             0.21874,             0.03969,             0.05028,            0.010951,            0.000925,            0.000925,            0.000925
                 277,            0.021562,            0.026406,           0.0019769,             0.65511,             0.38671,             0.44773,             0.22059,              0.0398,            0.049927,            0.011546,            0.000892,            0.000892,            0.000892
                 278,            0.021362,            0.026612,           0.0019021,             0.65518,             0.39252,             0.45616,             0.22293,            0.039679,            0.049921,            0.011526,            0.000859,            0.000859,            0.000859
                 279,            0.021803,            0.026657,           0.0017701,             0.65007,             0.40633,             0.45787,             0.22609,            0.039461,            0.049992,            0.011499,            0.000826,            0.000826,            0.000826
                 280,             0.02175,            0.025893,           0.0019755,             0.48754,             0.34559,             0.35968,             0.21447,            0.039706,            0.050077,            0.011349,            0.000793,            0.000793,            0.000793
                 281,            0.021557,            0.026907,           0.0022599,             0.52553,             0.32557,             0.34868,             0.21083,            0.040007,            0.049936,            0.011588,             0.00076,             0.00076,             0.00076
                 282,            0.022367,            0.027124,           0.0021884,             0.51087,             0.33218,             0.34889,              0.2086,            0.040143,            0.049922,            0.011739,            0.000727,            0.000727,            0.000727
                 283,             0.02169,            0.025736,           0.0020343,             0.44996,             0.36217,             0.35562,             0.21249,            0.040105,            0.049935,            0.011896,            0.000694,            0.000694,            0.000694
                 284,            0.021837,            0.028101,           0.0019637,             0.43976,             0.36643,             0.35671,             0.21258,            0.040122,            0.050034,            0.011804,            0.000661,            0.000661,            0.000661
                 285,            0.022037,            0.025505,           0.0020041,             0.42154,             0.36093,             0.35824,             0.21323,            0.040006,            0.049927,            0.011548,            0.000628,            0.000628,            0.000628
                 286,            0.022255,            0.026789,           0.0021112,             0.67264,              0.2991,             0.35639,             0.21223,            0.039998,            0.050025,               0.011,            0.000595,            0.000595,            0.000595
                 287,            0.020876,            0.025456,            0.001884,             0.68283,              0.2975,             0.35616,              0.2124,            0.039996,            0.050299,            0.010846,            0.000562,            0.000562,            0.000562
                 288,            0.021461,            0.027092,           0.0020442,             0.44028,             0.37701,              0.3679,             0.21885,             0.04002,            0.050105,            0.010693,            0.000529,            0.000529,            0.000529
                 289,             0.02104,            0.025017,           0.0018544,             0.43459,             0.35431,             0.36172,             0.21731,            0.039895,            0.049855,            0.010367,            0.000496,            0.000496,            0.000496
                 290,            0.021568,            0.027136,           0.0021927,             0.64662,             0.29994,             0.35712,               0.214,            0.039927,            0.050045,            0.010591,            0.000463,            0.000463,            0.000463
                 291,            0.021208,            0.025441,           0.0018307,             0.64155,             0.29458,              0.3559,             0.21232,            0.039962,            0.050286,            0.010785,             0.00043,             0.00043,             0.00043
                 292,             0.02157,            0.028299,            0.001971,             0.42266,             0.35613,             0.35798,             0.21162,            0.040229,            0.050407,              0.0108,            0.000397,            0.000397,            0.000397
                 293,            0.021187,            0.025746,           0.0018789,             0.49965,             0.31045,             0.35421,             0.21162,            0.040158,            0.050169,            0.010579,            0.000364,            0.000364,            0.000364
                 294,            0.021121,            0.026255,           0.0021544,             0.50406,             0.30934,              0.3584,             0.21293,            0.040261,            0.050077,            0.010792,            0.000331,            0.000331,            0.000331
                 295,            0.021481,            0.026529,            0.002022,             0.42516,             0.36349,              0.3638,             0.21611,            0.040272,            0.050438,             0.01068,            0.000298,            0.000298,            0.000298
